S.no,Armature Current,Armature Voltage,Electrical Torque,Speed(RPM),Power Input,Failure,Status
73,20.28951423,235.5891934,23.2852447,1822.112629,4779.990292,0,Normal
74,20.30676504,235.587484,23.30511357,1821.986893,4784.019684,0,Normal
75,20.32401584,235.5857746,23.32498245,1821.861156,4788.049016,0,Normal
76,20.34126665,235.5840652,23.34485132,1821.735419,4792.078289,0,Normal
77,20.35851745,235.5823559,23.3647202,1821.609682,4796.107504,0,Normal
78,20.37576826,235.5806465,23.38458907,1821.483945,4800.136659,0,Normal
79,20.39301907,235.5789371,23.40445795,1821.358208,4804.165755,0,Normal
80,20.41026987,235.5772277,23.42432682,1821.232472,4808.194793,0,Normal
81,20.42752068,235.5755183,23.44419569,1821.106735,4812.223771,0,Normal
82,20.44477149,235.5738089,23.46406457,1820.980998,4816.252691,0,Normal
83,20.46202229,235.5720995,23.48393344,1820.855261,4820.281551,0,Normal
84,20.4792731,235.5703901,23.50380232,1820.729524,4824.310353,0,Normal
85,20.49652391,235.5686807,23.52367119,1820.603787,4828.339095,0,Normal
86,20.51377471,235.5669713,23.54354007,1820.47805,4832.367779,0,Normal
87,20.53102552,235.5652619,23.56340894,1820.352314,4836.396403,0,Normal
88,20.54827632,235.5635525,23.58327782,1820.226577,4840.424969,0,Normal
89,20.56552713,235.5618431,23.60314669,1820.10084,4844.453476,0,Normal
90,20.58277794,235.5601337,23.62301556,1819.975103,4848.481923,0,Normal
91,20.60002874,235.5584243,23.64288444,1819.849366,4852.510312,0,Normal
92,20.61727955,235.5567149,23.66275331,1819.723629,4856.538642,0,Normal
93,20.63453036,235.5550055,23.68262219,1819.597893,4860.566912,0,Normal
94,20.65178116,235.5532962,23.70249106,1819.472156,4864.595124,0,Normal
95,20.66903197,235.5515868,23.72235994,1819.346419,4868.623277,0,Normal
96,20.68628277,235.5498774,23.74222881,1819.220682,4872.651371,0,Normal
97,20.70353358,235.548168,23.76209768,1819.094945,4876.679406,0,Normal
98,20.72078439,235.5464586,23.78196656,1818.969208,4880.707381,0,Normal
99,20.73803519,235.5447492,23.80183543,1818.843471,4884.735298,0,Normal
100,20.755286,235.5430398,23.82170431,1818.717735,4888.763156,0,Normal
101,20.77253681,235.5413304,23.84157318,1818.591998,4892.790955,0,Normal
102,20.78978761,235.539621,23.86144206,1818.466261,4896.818695,0,Normal
103,20.80703842,235.5379116,23.88131093,1818.340524,4900.846376,0,Normal
104,20.82428923,235.5362022,23.90117981,1818.214787,4904.873998,0,Normal
105,20.84154003,235.5344928,23.92104868,1818.08905,4908.901561,0,Normal
106,20.85879084,235.5327834,23.94091755,1817.963313,4912.929065,0,Normal
107,20.87604164,235.531074,23.96078643,1817.837577,4916.95651,0,Normal
108,20.89329245,235.5293646,23.9806553,1817.71184,4920.983896,0,Normal
109,20.91054326,235.5276552,24.00052418,1817.586103,4925.011223,0,Normal
110,20.92779406,235.5259458,24.02039305,1817.460366,4929.038491,0,Normal
111,20.94504487,235.5242364,24.04026193,1817.334629,4933.0657,0,Normal
112,20.96229568,235.5225271,24.0601308,1817.208892,4937.092851,0,Normal
113,20.97954648,235.5208177,24.07999967,1817.083156,4941.119942,0,Normal
114,20.99679729,235.5191083,24.09986855,1816.957419,4945.146974,0,Normal
115,21.0140481,235.5173989,24.11973742,1816.831682,4949.173947,0,Normal
116,21.0312989,235.5156895,24.1396063,1816.705945,4953.200861,0,Normal
117,21.04854971,235.5139801,24.15947517,1816.580208,4957.227717,0,Normal
118,21.06580051,235.5122707,24.17934405,1816.454471,4961.254513,0,Normal
119,21.08305132,235.5105613,24.19921292,1816.328734,4965.28125,0,Normal
120,21.10030213,235.5088519,24.2190818,1816.202998,4969.307929,0,Normal
121,21.11755293,235.5071425,24.23895067,1816.077261,4973.334548,0,Normal
122,21.13480374,235.5054331,24.25881954,1815.951524,4977.361109,0,Normal
123,21.15205455,235.5037237,24.27868842,1815.825787,4981.38761,0,Normal
124,21.16930535,235.5020143,24.29855729,1815.70005,4985.414052,0,Normal
125,21.18655616,235.5003049,24.31842617,1815.574313,4989.440436,0,Normal
126,21.20380697,235.4985955,24.33829504,1815.448577,4993.46676,0,Normal
127,21.22105777,235.4968861,24.35816392,1815.32284,4997.493026,0,Normal
128,21.23830858,235.4951767,24.37803279,1815.197103,5001.519232,0,Normal
129,21.25555938,235.4934674,24.39790166,1815.071366,5005.54538,0,Normal
130,21.27281019,235.491758,24.41777054,1814.945629,5009.571469,0,Normal
131,21.290061,235.4900486,24.43763941,1814.819892,5013.597498,0,Normal
132,21.3073118,235.4883392,24.45750829,1814.694155,5017.623469,0,Normal
133,21.32456261,235.4866298,24.47737716,1814.568419,5021.64938,0,Normal
134,21.34181342,235.4849204,24.49724604,1814.442682,5025.675233,0,Normal
135,21.35906422,235.483211,24.51711491,1814.316945,5029.701027,0,Normal
136,21.37631503,235.4815016,24.53698378,1814.191208,5033.726762,0,Normal
137,21.39356584,235.4797922,24.55685266,1814.065471,5037.752437,0,Normal
138,21.41081664,235.4780828,24.57672153,1813.939734,5041.778054,0,Normal
139,21.42806745,235.4763734,24.59659041,1813.813998,5045.803612,0,Normal
140,21.44531825,235.474664,24.61645928,1813.688261,5049.829111,0,Normal
141,21.46256906,235.4729546,24.63632816,1813.562524,5053.85455,0,Normal
142,21.47981987,235.4712452,24.65619703,1813.436787,5057.879931,0,Normal
143,21.49707067,235.4695358,24.67606591,1813.31105,5061.905253,0,Normal
144,21.51432148,235.4678264,24.69593478,1813.185313,5065.930516,0,Normal
145,21.53157229,235.466117,24.71580365,1813.059576,5069.95572,0,Normal
146,21.54882309,235.4644077,24.73567253,1812.93384,5073.980865,0,Normal
147,21.5660739,235.4626983,24.7555414,1812.808103,5078.005951,0,Normal
148,21.5833247,235.4609889,24.77541028,1812.682366,5082.030978,0,Normal
149,21.60057551,235.4592795,24.79527915,1812.556629,5086.055946,0,Normal
150,21.61782632,235.4575701,24.81514803,1812.430892,5090.080855,0,Normal
151,21.63507712,235.4558607,24.8350169,1812.305155,5094.105705,0,Normal
152,21.65232793,235.4541513,24.85488577,1812.179418,5098.130496,0,Normal
153,21.66957874,235.4524419,24.87475465,1812.053682,5102.155228,0,Normal
154,21.68682954,235.4507325,24.89462352,1811.927945,5106.179901,0,Normal
155,21.70408035,235.4490231,24.9144924,1811.802208,5110.204516,0,Normal
156,21.72133116,235.4473137,24.93436127,1811.676471,5114.229071,0,Normal
157,21.73858196,235.4456043,24.95423015,1811.550734,5118.253567,0,Normal
158,21.75583277,235.4438949,24.97409902,1811.424997,5122.278004,0,Normal
159,21.77308357,235.4421855,24.9939679,1811.299261,5126.302382,0,Normal
160,21.79033438,235.4404761,25.01383677,1811.173524,5130.326702,0,Normal
161,21.80758519,235.4387667,25.03370564,1811.047787,5134.350962,0,Normal
162,21.82483599,235.4370573,25.05357452,1810.92205,5138.375163,0,Normal
163,21.8420868,235.4353479,25.07344339,1810.796313,5142.399306,0,Normal
164,21.85933761,235.4336386,25.09331227,1810.670576,5146.423389,0,Normal
165,21.87658841,235.4319292,25.11318114,1810.544839,5150.447413,0,Normal
166,21.89383922,235.4302198,25.13305002,1810.419103,5154.471379,0,Normal
167,21.91109003,235.4285104,25.15291889,1810.293366,5158.495285,0,Normal
168,21.92834083,235.426801,25.17278776,1810.167629,5162.519133,0,Normal
169,21.94559164,235.4250916,25.19265664,1810.041892,5166.542921,0,Normal
170,21.96284244,235.4233822,25.21252551,1809.916155,5170.566651,0,Normal
171,21.98009325,235.4216728,25.23239439,1809.790418,5174.590321,0,Normal
172,21.99734406,235.4199634,25.25226326,1809.664682,5178.613933,0,Normal
173,22.01459486,235.418254,25.27037352,1809.539103,5182.637485,0,Normal
174,22.03184567,235.4165446,25.2902424,1809.413366,5186.660979,0,Normal
175,22.04909648,235.4148352,25.31011129,1809.287629,5190.684414,0,Normal
176,22.06634728,235.4131258,25.32998018,1809.161892,5194.707789,0,Normal
177,22.08359809,235.4114164,25.34984906,1809.036155,5198.731106,0,Normal
178,22.1008489,235.409707,25.36971795,1808.910419,5202.754364,0,Normal
179,22.1180997,235.4079976,25.38958683,1808.784682,5206.777562,0,Normal
180,22.13535051,235.4062882,25.40945572,1808.658945,5210.800702,0,Normal
181,22.15260131,235.4045789,25.42932461,1808.533208,5214.823783,0,Normal
182,22.16985212,235.4028695,25.44919349,1808.407471,5218.846805,0,Normal
183,22.18710293,235.4011601,25.46906238,1808.281734,5222.869767,0,Normal
184,22.20435373,235.3994507,25.48893126,1808.155998,5226.892671,0,Normal
185,22.22160454,235.3977413,25.50880015,1808.030261,5230.915516,0,Normal
186,22.23885535,235.3960319,25.52866904,1807.904524,5234.938302,0,Normal
187,22.25610615,235.3943225,25.54853792,1807.778787,5238.961029,0,Normal
188,22.27335696,235.3926131,25.56840681,1807.65305,5242.983697,0,Normal
189,22.29060777,235.3909037,25.58827569,1807.527313,5247.006306,0,Normal
190,22.30785857,235.3891943,25.60814458,1807.401576,5251.028856,0,Normal
191,22.32510938,235.3874849,25.62801347,1807.27584,5255.051347,0,Normal
192,22.34236018,235.3857755,25.64788235,1807.150103,5259.073779,0,Normal
193,22.35961099,235.3840661,25.66775124,1807.024366,5263.096152,0,Normal
194,22.3768618,235.3823567,25.68762012,1806.898629,5267.118466,0,Normal
195,22.3941126,235.3806473,25.70748901,1806.772892,5271.140721,0,Normal
196,22.41136341,235.3789379,25.7273579,1806.647155,5275.162917,0,Normal
197,22.42861422,235.3772285,25.74722678,1806.521418,5279.185054,0,Normal
198,22.44586502,235.3755192,25.76709567,1806.395682,5283.207132,0,Normal
199,22.46311583,235.3738098,25.78696455,1806.269945,5287.229152,0,Normal
200,22.48036663,235.3721004,25.80683344,1806.144208,5291.251112,0,Normal
201,22.49761744,235.370391,25.82670233,1806.018471,5295.273013,0,Normal
202,22.51486825,235.3686816,25.84657121,1805.892734,5299.294855,0,Normal
203,22.53211905,235.3669722,25.8664401,1805.766997,5303.316639,0,Normal
204,22.54936986,235.3652628,25.88630898,1805.641261,5307.338363,0,Normal
205,22.56662067,235.3635534,25.90617787,1805.515524,5311.360028,0,Normal
206,22.58387147,235.361844,25.92604675,1805.389787,5315.381634,0,Normal
207,22.60112228,235.3601346,25.94591564,1805.26405,5319.403182,0,Normal
208,22.61837309,235.3584252,25.96578453,1805.138313,5323.42467,0,Normal
209,22.63562389,235.3567158,25.98565341,1805.012576,5327.4461,0,Normal
210,22.6528747,235.3550064,26.0055223,1804.886839,5331.46747,0,Normal
211,22.6701255,235.353297,26.02539118,1804.761103,5335.488782,0,Normal
212,22.68737631,235.3515876,26.04526007,1804.635366,5339.510034,0,Normal
213,22.70462712,235.3498782,26.06512896,1804.509629,5343.531227,0,Normal
214,22.72187792,235.3481688,26.08499784,1804.383892,5347.552362,0,Normal
215,22.73912873,235.3464594,26.10486673,1804.258155,5351.573438,0,Normal
216,22.75637954,235.3447501,26.12473561,1804.132418,5355.594454,0,Normal
217,22.77363034,235.3430407,26.1446045,1804.006682,5359.615412,0,Normal
218,22.79088115,235.3413313,26.16447339,1803.880945,5363.63631,0,Normal
219,22.80813196,235.3396219,26.18434227,1803.755208,5367.65715,0,Normal
220,22.82538276,235.3379125,26.20421116,1803.629471,5371.677931,0,Normal
221,22.84263357,235.3362031,26.22408004,1803.503734,5375.698652,0,Normal
222,22.85988437,235.3344937,26.24394893,1803.377997,5379.719315,0,Normal
223,22.87713518,235.3327843,26.26381782,1803.25226,5383.739919,0,Normal
224,22.89438599,235.3310749,26.2836867,1803.126524,5387.760464,0,Normal
225,22.91163679,235.3293655,26.30355559,1803.000787,5391.780949,0,Normal
226,22.9288876,235.3276561,26.32342447,1802.87505,5395.801376,0,Normal
227,22.94613841,235.3259467,26.34329336,1802.749313,5399.821744,0,Normal
228,22.96338921,235.3242373,26.36316225,1802.623576,5403.842053,0,Normal
229,22.98064002,235.3225279,26.38303113,1802.497839,5407.862303,0,Normal
230,22.99789083,235.3208185,26.40290002,1802.372102,5411.882494,0,Normal
231,23.01514163,235.3191091,26.4227689,1802.246366,5415.902626,0,Normal
232,23.03239244,235.3173997,26.44263779,1802.120629,5419.922698,0,Normal
233,23.04964324,235.3156904,26.46250668,1801.994892,5423.942712,0,Normal
234,23.06689405,235.313981,26.48237556,1801.869155,5427.962667,1,Normal
235,23.08414486,235.3122716,26.50224445,1801.743418,5431.982563,1,Normal
236,23.10139566,235.3105622,26.52211333,1801.617681,5436.0024,1,Normal
237,23.11864647,235.3088528,26.54198222,1801.491945,5440.022179,1,Normal
238,23.13589728,235.3071434,26.56185111,1801.366208,5444.041898,1,Normal
239,23.15314808,235.305434,26.58171999,1801.240471,5448.061558,1,Normal
240,23.17039889,235.3037246,26.60158888,1801.114734,5452.081159,1,Normal
241,23.18764969,235.3020152,26.62145776,1800.988997,5456.100701,1,Normal
242,23.2049005,235.3003058,26.64132665,1800.86326,5460.120184,1,Normal
243,23.22215131,235.2985964,26.66119553,1800.737523,5464.139608,1,Normal
244,23.23940211,235.296887,26.68106442,1800.611787,5468.158974,1,Normal
245,23.25665292,235.2951776,26.70093331,1800.48605,5472.17828,1,Normal
246,23.27390373,235.2934682,26.72080219,1800.360313,5476.197527,1,Normal
247,23.29115453,235.2917588,26.74067108,1800.234576,5480.216715,1,Normal
248,23.30840534,235.2900494,26.76053996,1800.108839,5484.235845,1,Normal
249,23.32565615,235.28834,26.78040885,1799.983102,5488.254915,1,Normal
250,23.34290695,235.2866307,26.80027774,1799.857365,5492.273926,1,Normal
251,12.98942598,236.3125642,21.51526962,1311.415278,3069.56456,1,Field OverVoltage
252,12.98776783,236.3127285,21.53402982,1310.11493,3069.174853,1,Field OverVoltage
253,12.98611462,236.3128923,21.5527927,1308.81715,3068.786306,1,Field OverVoltage
254,12.98446633,236.3130556,21.57155826,1307.52193,3068.398913,1,Field OverVoltage
255,12.98282293,236.3132185,21.50303478,1306.223845,3068.012671,1,Field OverVoltage
256,12.98118441,236.3133808,21.6090974,1304.939141,3067.627575,1,Field OverVoltage
257,12.97955075,236.3135427,21.38563666,1303.651095,3067.24362,1,Field OverVoltage
258,12.97792192,236.3137041,21.64664716,1302.366502,3066.860802,1,Field OverVoltage
259,12.97629792,236.313865,21.57778667,1301.078531,3066.479116,1,Field OverVoltage
260,12.97467872,236.3140255,21.6842075,1299.803955,3066.098557,1,Field OverVoltage
261,12.9730643,236.3141855,21.70299161,1298.526447,3065.719123,1,Field OverVoltage
262,12.97145464,236.314345,21.72177833,1297.25144,3065.340807,1,Field OverVoltage
263,12.96984973,236.314504,21.74056767,1295.978926,3064.963606,1,Field OverVoltage
264,12.96824954,236.3146626,21.75935962,1294.708898,3064.587515,1,Field OverVoltage
265,12.96665406,236.3148207,21.77815416,1293.44135,3064.21253,1,Field OverVoltage
266,12.96506328,236.3149783,21.79695128,1292.176272,3063.838646,1,Field OverVoltage
267,12.96347716,236.3151355,21.57623411,1290.912742,3063.46586,1,Field OverVoltage
268,12.96189569,236.3152922,21.58710516,1289.653269,3063.094167,1,Field OverVoltage
269,12.96031886,236.3154484,21.85335812,1288.395799,3062.723563,1,Field OverVoltage
270,12.95874664,236.3156042,21.78357024,1287.135038,3062.354043,1,Field OverVoltage
271,12.95717902,236.3157596,21.89097548,1285.88771,3061.985603,1,Field OverVoltage
272,12.95561599,236.3159144,21.90978798,1284.637313,3061.618239,1,Field OverVoltage
273,12.95405751,236.3160689,21.92860301,1283.389337,3061.251947,1,Field OverVoltage
274,12.95250358,236.3162228,21.94742058,1282.143776,3060.886723,1,Field OverVoltage
275,12.95095418,236.3163764,21.96624066,1280.900623,3060.522562,1,Field OverVoltage
276,12.94940929,236.3165295,21.98506326,1279.659871,3060.159461,1,Field OverVoltage
277,12.94786889,236.3166821,21.91468476,1278.415976,3059.797415,1,Field OverVoltage
278,12.94633296,236.3168343,21.78060682,1277.184614,3059.436421,1,Field OverVoltage
279,12.94480149,236.3169861,21.79401635,1275.951479,3059.076473,1,Field OverVoltage
280,12.94327446,236.3171374,22.06037866,1274.720733,3058.717569,1,Field OverVoltage
281,12.94175186,236.3172882,22.07921372,1273.491882,3058.359704,1,Field OverVoltage
282,12.94023366,236.3174387,22.00841313,1272.259826,3058.002874,1,Field OverVoltage
283,12.93871985,236.3175887,22.11689125,1271.041252,3057.647075,1,Field OverVoltage
284,12.93721041,236.3177383,22.1357337,1269.819459,3057.292303,1,Field OverVoltage
285,12.93570533,236.3178874,22.15457861,1268.600007,3056.938555,1,Field OverVoltage
286,12.93420458,236.3180361,22.17342595,1267.382887,3056.585826,1,Field OverVoltage
287,12.93270816,236.3181844,22.19227573,1266.168093,3056.234112,1,Field OverVoltage
288,12.93121605,236.3183322,22.1209684,1264.950022,3055.88341,1,Field OverVoltage
289,12.92972822,236.3184797,22.01137391,1263.742513,3055.533715,1,Field OverVoltage
290,12.92824466,236.3186267,22.00390256,1262.536663,3055.185024,1,Field OverVoltage
291,12.92676537,236.3187733,22.26769908,1261.332046,3054.837334,1,Field OverVoltage
292,12.92529031,236.3189194,22.28656094,1260.128784,3054.490639,1,Field OverVoltage
293,12.92381947,236.3190652,22.30542519,1258.927808,3054.144936,1,Field OverVoltage
294,12.92235285,236.3192105,22.32429183,1257.729112,3053.800223,1,Field OverVoltage
295,12.92089041,236.3193554,22.34316085,1256.532691,3053.456494,1,Field OverVoltage
296,12.91943215,236.3194999,22.36203225,1255.338536,3053.113746,1,Field OverVoltage
297,12.91797805,236.319644,22.38090601,1254.146642,3052.771975,1,Field OverVoltage
298,12.9165281,236.3197877,22.39978213,1252.957003,3052.431178,1,Field OverVoltage
299,12.91508227,236.3199309,22.32754515,1251.763956,3052.091351,1,Field OverVoltage
300,12.91364056,236.3200738,22.43754144,1250.584462,3051.75249,1,Field OverVoltage
301,12.91220294,236.3202163,22.20359951,1249.401066,3051.414592,1,Field OverVoltage
302,12.91076941,236.3203583,22.4753101,1248.220863,3051.077653,1,Field OverVoltage
303,12.90933994,236.3205,22.49419793,1247.042401,3050.741669,1,Field OverVoltage
304,12.90791452,236.3206412,22.51308808,1245.866155,3050.406637,1,Field OverVoltage
305,12.90649314,236.3207821,22.53198054,1244.69212,3050.072553,1,Field OverVoltage
306,12.90507578,236.3209225,22.55087531,1243.520289,3049.739413,1,Field OverVoltage
307,12.90366242,236.3210625,22.56977238,1242.350655,3049.407215,1,Field OverVoltage
308,12.90225306,236.3212022,22.58867175,1241.183214,3049.075954,1,Field OverVoltage
309,12.90084767,236.3213415,22.60757341,1240.017958,3048.745627,1,Field OverVoltage
310,12.89944624,236.3214803,22.53440597,1238.849167,3048.41623,1,Field OverVoltage
311,12.89804875,236.3216188,22.55322528,1237.688259,3048.087761,1,Field OverVoltage
312,12.8966552,236.3217569,22.4088193,1236.534757,3047.760215,1,Field OverVoltage
313,12.89526556,236.3218946,22.4248098,1235.378423,3047.433589,1,Field OverVoltage
314,12.89387983,236.3220319,22.7021158,1234.224251,3047.10788,1,Field OverVoltage
315,12.89249798,236.3221688,22.72103106,1233.071981,3046.783083,1,Field OverVoltage
316,12.89112,236.3223054,22.73994856,1231.921855,3046.459197,1,Field OverVoltage
317,12.88974588,236.3224415,22.7588683,1230.773866,3046.136217,1,Field OverVoltage
318,12.8883756,236.3225773,22.77779027,1229.628009,3045.81414,1,Field OverVoltage
319,12.88700916,236.3227127,22.70386097,1228.478514,3045.492963,1,Field OverVoltage
320,12.88564652,236.3228478,22.81564088,1227.342665,3045.172682,1,Field OverVoltage
321,12.88428769,236.3229824,22.83456951,1226.203167,3044.853294,1,Field OverVoltage
322,12.88293265,236.3231167,22.85350034,1225.065776,3044.534795,1,Field OverVoltage
323,12.88158138,236.3232506,22.61971964,1223.92952,3044.217183,1,Field OverVoltage
324,12.88023386,236.3233841,22.63030024,1222.797047,3043.900454,1,Field OverVoltage
325,12.87889009,236.3235173,22.91030604,1221.666194,3043.584605,1,Field OverVoltage
326,12.87755006,236.32365,22.92924564,1220.537177,3043.269633,1,Field OverVoltage
327,12.87621374,236.3237825,22.94818742,1219.410239,3042.955534,1,Field OverVoltage
328,12.87488112,236.3239145,22.70509014,1218.285125,3042.642305,1,Field OverVoltage
329,12.87355219,236.3240462,22.98607749,1217.162577,3042.329943,1,Field OverVoltage
330,12.87222694,236.3241775,23.00502577,1216.041842,3042.018444,1,Field OverVoltage
331,12.87090535,236.3243085,23.0239762,1214.923163,3041.707806,1,Field OverVoltage
332,12.86958741,236.3244391,22.94894559,1213.800701,3041.398026,1,Field OverVoltage
333,12.86827311,236.3245693,22.96781341,1212.686113,3041.089099,1,Field OverVoltage
334,12.86696242,236.3246992,22.85275765,1211.576336,3040.781024,1,Field OverVoltage
335,12.86565535,236.3248287,22.83879062,1210.4684,3040.473797,1,Field OverVoltage
336,12.86435187,236.3249579,22.8547735,1209.360164,3040.167414,1,Field OverVoltage
337,12.86305198,236.3250867,23.13772367,1208.253956,3039.861874,1,Field OverVoltage
338,12.86175565,236.3252151,23.15668901,1207.149514,3039.557172,1,Field OverVoltage
339,12.86046289,236.3253432,23.17565646,1206.047084,3039.253306,1,Field OverVoltage
340,12.85917366,236.325471,23.19462601,1204.94666,3038.950272,1,Field OverVoltage
341,12.85788797,236.3255984,22.94839463,1203.847984,3038.648068,1,Field OverVoltage
342,12.85660579,236.3257254,23.23257138,1202.751808,3038.34669,1,Field OverVoltage
343,12.85532712,236.3258521,23.25154719,1201.65737,3038.046136,1,Field OverVoltage
344,12.85405194,236.3259785,23.27052509,1200.564917,3037.746402,1,Field OverVoltage
345,12.85278024,236.3261045,23.19439218,1199.468539,3037.447486,1,Field OverVoltage
346,12.85151201,236.3262302,23.077878,1198.382836,3037.149384,1,Field OverVoltage
347,12.85024723,236.3263555,23.06357415,1197.298907,3036.852094,1,Field OverVoltage
348,12.84898589,236.3264805,23.07955182,1196.214586,3036.555613,1,Field OverVoltage
349,12.84772798,236.3266051,23.36544553,1195.132229,3036.259938,1,Field OverVoltage
350,12.84647349,236.3267294,23.38443577,1194.051571,3035.965065,1,Field OverVoltage
351,12.8452224,236.3268534,23.40342806,1192.972859,3035.670992,1,Field OverVoltage
352,12.84397471,236.326977,23.42242237,1191.89609,3035.377716,1,Field OverVoltage
353,12.8427304,236.3271003,23.44141872,1190.821257,3035.085235,1,Field OverVoltage
